change_id,issue_id,description,status,created_at
EC-03919,QI-03185,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-04-04
EC-03920,QI-11830,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-06-07
EC-03921,QI-01246,Engineering change addressing: seal leakage detected during pressure test,approved,2026-02-18
EC-03922,QI-08654,Engineering change addressing: material hardness below specification,proposed,2026-08-27
EC-03923,QI-02140,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-06-11
EC-03924,QI-11104,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-01-07
EC-03925,QI-09245,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-08-13
EC-03926,QI-00419,Engineering change addressing: surface finish outside specification,implemented,2026-02-18
EC-03927,QI-03945,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-04-05
EC-03928,QI-02905,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-01-18
EC-03929,QI-02731,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-07-23
EC-03930,QI-05610,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-08-17
EC-03931,QI-03989,Engineering change addressing: material hardness below specification,in_progress,2026-02-02
EC-03932,QI-09160,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-08-09
EC-03933,QI-03201,Engineering change addressing: surface finish outside specification,in_progress,2026-01-10
EC-03934,QI-11270,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-02-06
EC-03935,QI-05315,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-02-28
EC-03936,QI-07661,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-05-02
EC-03937,QI-03615,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-07-11
EC-03938,QI-06001,Engineering change addressing: surface finish outside specification,in_progress,2026-08-12
EC-03939,QI-04276,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-01-16
EC-03940,QI-10441,Engineering change addressing: surface finish outside specification,in_progress,2026-04-08
EC-03941,QI-10354,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-02-13
EC-03942,QI-03913,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-03-13
EC-03943,QI-04069,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-05-27
EC-03944,QI-03504,Engineering change addressing: surface finish outside specification,approved,2026-02-24
EC-03945,QI-05461,Engineering change addressing: material hardness below specification,approved,2026-02-13
EC-03946,QI-10606,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-06-14
EC-03947,QI-00026,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-05-10
EC-03948,QI-10381,Engineering change addressing: surface finish outside specification,in_progress,2026-03-15
EC-03949,QI-07240,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-01-04
EC-03950,QI-11994,Engineering change addressing: seal leakage detected during pressure test,approved,2026-08-06
EC-03951,QI-04538,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-07-01
EC-03952,QI-06689,Engineering change addressing: surface finish outside specification,implemented,2026-08-24
EC-03953,QI-07300,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-07-22
EC-03954,QI-01015,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-03-15
EC-03955,QI-11261,Engineering change addressing: material hardness below specification,approved,2026-08-22
EC-03956,QI-10892,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-04-18
EC-03957,QI-08606,Engineering change addressing: surface finish outside specification,proposed,2026-03-08
EC-03958,QI-09443,Engineering change addressing: surface finish outside specification,approved,2026-03-25
EC-03959,QI-01028,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-08-28
EC-03960,QI-05742,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-03-01
EC-03961,QI-07691,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-03-25
EC-03962,QI-10206,Engineering change addressing: material hardness below specification,proposed,2026-06-11
EC-03963,QI-05771,Engineering change addressing: surface finish outside specification,in_progress,2026-01-09
EC-03964,QI-10103,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-02-18
EC-03965,QI-08553,Engineering change addressing: surface finish outside specification,approved,2026-01-25
EC-03966,QI-03707,Engineering change addressing: seal leakage detected during pressure test,approved,2026-06-01
EC-03967,QI-03329,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-08-19
EC-03968,QI-09015,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-03-03
EC-03969,QI-04385,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-06-18
EC-03970,QI-10848,Engineering change addressing: material hardness below specification,in_progress,2026-03-11
EC-03971,QI-05503,Engineering change addressing: material hardness below specification,approved,2026-01-02
EC-03972,QI-02639,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-01-03
EC-03973,QI-09676,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-07-05
EC-03974,QI-10773,Engineering change addressing: material hardness below specification,in_progress,2026-07-28
EC-03975,QI-06541,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-07-05
EC-03976,QI-11993,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-01-19
EC-03977,QI-03958,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-05-19
EC-03978,QI-04542,Engineering change addressing: intermittent sensor reading failure under load,in_progress,2026-06-16
EC-03979,QI-08267,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-08-18
EC-03980,QI-10573,Engineering change addressing: surface finish outside specification,approved,2026-07-19
EC-03981,QI-11288,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-07-10
EC-03982,QI-07447,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-07-11
EC-03983,QI-05674,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-04-19
EC-03984,QI-00820,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-03-12
EC-03985,QI-01917,Engineering change addressing: surface finish outside specification,in_progress,2026-05-17
EC-03986,QI-11091,Engineering change addressing: seal leakage detected during pressure test,approved,2026-01-13
EC-03987,QI-00979,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-06-02
EC-03988,QI-02151,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-03-02
EC-03989,QI-02211,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-06-06
EC-03990,QI-05526,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-08-10
EC-03991,QI-08622,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-08-28
EC-03992,QI-08964,Engineering change addressing: seal leakage detected during pressure test,approved,2026-04-18
EC-03993,QI-11379,Engineering change addressing: dimensional deviation detected during incoming inspection,approved,2026-06-03
EC-03994,QI-09929,Engineering change addressing: dimensional deviation detected during incoming inspection,approved,2026-04-17
