issue_id,part_id,factory_id,summary,severity,status,defect_rate_percent,detected_at
QI-09469,PART-01575,FAC-001,Surface finish outside specification,critical,open,8.35,2026-01-14
QI-09470,PART-04869,FAC-016,Material hardness below specification,medium,resolved,9.28,2026-03-25
QI-09471,PART-01820,FAC-013,Intermittent sensor reading failure under load,low,open,1.18,2026-06-01
QI-09472,PART-01173,FAC-022,Seal leakage detected during pressure test,medium,investigating,4.02,2026-07-08
QI-09473,PART-04376,FAC-003,Intermittent sensor reading failure under load,low,engineering_review,4.4,2026-06-05
QI-09474,PART-01695,FAC-016,Intermittent sensor reading failure under load,low,open,5.13,2026-08-11
QI-09475,PART-03808,FAC-020,Surface finish outside specification,low,investigating,0.21,2026-01-02
QI-09476,PART-02755,FAC-006,Seal leakage detected during pressure test,critical,resolved,8.18,2026-05-13
QI-09477,PART-04613,FAC-005,Intermittent sensor reading failure under load,critical,open,0.57,2026-03-12
QI-09478,PART-00934,FAC-020,Seal leakage detected during pressure test,low,investigating,3.1,2026-01-01
QI-09479,PART-01055,FAC-004,Fastener torque inconsistency observed on assembly line,medium,investigating,10.53,2026-06-16
QI-09480,PART-03291,FAC-038,Fastener torque inconsistency observed on assembly line,high,engineering_review,8.72,2026-03-12
QI-09481,PART-02253,FAC-002,Seal leakage detected during pressure test,low,engineering_review,3.88,2026-02-06
QI-09482,PART-00249,FAC-012,Fastener torque inconsistency observed on assembly line,medium,engineering_review,5.08,2026-05-06
QI-09483,PART-01037,FAC-027,Dimensional deviation detected during incoming inspection,high,engineering_review,10.71,2026-03-20
QI-09484,PART-03948,FAC-015,Surface finish outside specification,medium,resolved,10.57,2026-03-04
QI-09485,PART-03469,FAC-040,Dimensional deviation detected during incoming inspection,low,open,1.78,2026-07-24
QI-09486,PART-01742,FAC-013,Fastener torque inconsistency observed on assembly line,high,open,1.68,2026-07-12
QI-09487,PART-01778,FAC-015,Surface finish outside specification,medium,open,5.11,2026-08-14
QI-09488,PART-00733,FAC-010,Intermittent sensor reading failure under load,critical,resolved,4.88,2026-04-03
QI-09489,PART-03417,FAC-030,Fastener torque inconsistency observed on assembly line,medium,resolved,11.67,2026-07-26
QI-09490,PART-00031,FAC-001,Material hardness below specification,high,investigating,2.91,2026-02-17
QI-09491,PART-00536,FAC-016,Dimensional deviation detected during incoming inspection,low,investigating,10.44,2026-03-13
QI-09492,PART-02402,FAC-029,Seal leakage detected during pressure test,high,open,5.82,2026-06-26
QI-09493,PART-00032,FAC-032,Fastener torque inconsistency observed on assembly line,critical,open,0.48,2026-06-03
QI-09494,PART-01875,FAC-009,Surface finish outside specification,critical,investigating,5.98,2026-05-16
QI-09495,PART-02973,FAC-029,Intermittent sensor reading failure under load,medium,investigating,5.07,2026-08-13
QI-09496,PART-01402,FAC-023,Material hardness below specification,critical,investigating,2.05,2026-06-12
QI-09497,PART-01259,FAC-006,Seal leakage detected during pressure test,high,engineering_review,5.16,2026-07-18
QI-09498,PART-00788,FAC-013,Material hardness below specification,critical,investigating,6.35,2026-07-06
QI-09499,PART-03611,FAC-025,Intermittent sensor reading failure under load,medium,resolved,5.24,2026-04-21
QI-09500,PART-02145,FAC-016,Seal leakage detected during pressure test,low,resolved,4.21,2026-03-06
QI-09501,PART-00574,FAC-026,Dimensional deviation detected during incoming inspection,high,engineering_review,3.45,2026-04-10
QI-09502,PART-04450,FAC-014,Surface finish outside specification,medium,resolved,6.49,2026-07-20
QI-09503,PART-01801,FAC-010,Intermittent sensor reading failure under load,medium,open,3.75,2026-06-07
QI-09504,PART-04223,FAC-022,Fastener torque inconsistency observed on assembly line,low,open,10.46,2026-03-11
QI-09505,PART-04875,FAC-012,Intermittent sensor reading failure under load,medium,investigating,7.13,2026-08-21
QI-09506,PART-02413,FAC-015,Dimensional deviation detected during incoming inspection,high,resolved,3.32,2026-01-13
QI-09507,PART-02488,FAC-004,Material hardness below specification,low,open,10.8,2026-06-22
QI-09508,PART-00330,FAC-015,Intermittent sensor reading failure under load,high,engineering_review,2.26,2026-03-25
QI-09509,PART-03958,FAC-005,Surface finish outside specification,low,open,5.05,2026-04-15
QI-09510,PART-04498,FAC-035,Surface finish outside specification,low,investigating,1.05,2026-08-22
QI-09511,PART-00764,FAC-009,Surface finish outside specification,low,open,2.99,2026-04-03
QI-09512,PART-01254,FAC-016,Intermittent sensor reading failure under load,medium,engineering_review,10.82,2026-06-02
QI-09513,PART-01339,FAC-031,Seal leakage detected during pressure test,medium,investigating,1.97,2026-04-03
QI-09514,PART-03794,FAC-022,Fastener torque inconsistency observed on assembly line,critical,resolved,10.67,2026-01-18
QI-09515,PART-03348,FAC-003,Material hardness below specification,high,investigating,10.24,2026-06-02
QI-09516,PART-01190,FAC-007,Fastener torque inconsistency observed on assembly line,critical,engineering_review,3.04,2026-02-08
QI-09517,PART-04482,FAC-007,Surface finish outside specification,critical,open,4.76,2026-07-16
QI-09518,PART-00378,FAC-014,Seal leakage detected during pressure test,medium,engineering_review,0.66,2026-07-23
QI-09519,PART-01740,FAC-003,Fastener torque inconsistency observed on assembly line,medium,investigating,0.97,2026-04-08
QI-09520,PART-04970,FAC-011,Dimensional deviation detected during incoming inspection,medium,resolved,10.27,2026-06-09
QI-09521,PART-02676,FAC-010,Intermittent sensor reading failure under load,high,investigating,8.37,2026-02-21
QI-09522,PART-03781,FAC-001,Fastener torque inconsistency observed on assembly line,critical,engineering_review,5.57,2026-08-15
QI-09523,PART-04572,FAC-027,Dimensional deviation detected during incoming inspection,medium,engineering_review,10.51,2026-08-08
QI-09524,PART-03535,FAC-029,Intermittent sensor reading failure under load,medium,resolved,9.77,2026-04-25
QI-09525,PART-00981,FAC-035,Surface finish outside specification,low,open,2.45,2026-06-01
QI-09526,PART-04272,FAC-021,Material hardness below specification,high,engineering_review,9.95,2026-05-12
QI-09527,PART-02007,FAC-002,Seal leakage detected during pressure test,low,engineering_review,3.18,2026-03-24
QI-09528,PART-03194,FAC-006,Surface finish outside specification,high,open,9.79,2026-06-11
QI-09529,PART-04303,FAC-028,Intermittent sensor reading failure under load,high,open,1.66,2026-04-13
QI-09530,PART-04247,FAC-011,Seal leakage detected during pressure test,critical,open,6.94,2026-02-16
QI-09531,PART-02856,FAC-005,Fastener torque inconsistency observed on assembly line,critical,resolved,6.91,2026-02-21
QI-09532,PART-00259,FAC-003,Intermittent sensor reading failure under load,low,engineering_review,9.88,2026-07-18
QI-09533,PART-03422,FAC-016,Surface finish outside specification,critical,investigating,7.25,2026-05-21
QI-09534,PART-03142,FAC-008,Dimensional deviation detected during incoming inspection,low,resolved,7.9,2026-04-05
QI-09535,PART-03767,FAC-010,Material hardness below specification,medium,investigating,2.06,2026-01-17
QI-09536,PART-02794,FAC-039,Intermittent sensor reading failure under load,medium,investigating,1.53,2026-04-02
QI-09537,PART-02008,FAC-033,Surface finish outside specification,medium,investigating,7.74,2026-01-04
QI-09538,PART-04541,FAC-009,Intermittent sensor reading failure under load,high,engineering_review,7.33,2026-08-18
QI-09539,PART-00168,FAC-008,Surface finish outside specification,low,investigating,3.0,2026-07-25
QI-09540,PART-00010,FAC-005,Surface finish outside specification,low,investigating,7.28,2026-08-23
QI-09541,PART-01789,FAC-010,Surface finish outside specification,high,engineering_review,5.21,2026-07-12
QI-09542,PART-04411,FAC-014,Seal leakage detected during pressure test,low,engineering_review,10.49,2026-05-21
QI-09543,PART-02577,FAC-007,Dimensional deviation detected during incoming inspection,critical,engineering_review,11.14,2026-02-23
QI-09544,PART-02184,FAC-009,Fastener torque inconsistency observed on assembly line,medium,investigating,9.27,2026-07-28
QI-09545,PART-03826,FAC-003,Dimensional deviation detected during incoming inspection,critical,open,9.24,2026-07-01
QI-09546,PART-04625,FAC-012,Surface finish outside specification,critical,open,7.77,2026-01-03
QI-09547,PART-04973,FAC-021,Seal leakage detected during pressure test,critical,resolved,3.78,2026-02-12
QI-09548,PART-00979,FAC-015,Surface finish outside specification,low,open,2.99,2026-02-24
QI-09549,PART-00982,FAC-018,Surface finish outside specification,high,resolved,11.59,2026-03-16
QI-09550,PART-04252,FAC-023,Material hardness below specification,medium,resolved,1.68,2026-02-06
QI-09551,PART-02399,FAC-019,Dimensional deviation detected during incoming inspection,critical,engineering_review,10.85,2026-03-23
QI-09552,PART-04975,FAC-017,Surface finish outside specification,low,resolved,2.88,2026-05-10
QI-09553,PART-00533,FAC-002,Surface finish outside specification,critical,engineering_review,4.43,2026-06-05
QI-09554,PART-04709,FAC-027,Surface finish outside specification,low,engineering_review,2.75,2026-02-22
QI-09555,PART-00057,FAC-033,Surface finish outside specification,high,engineering_review,2.86,2026-05-19
QI-09556,PART-03654,FAC-019,Intermittent sensor reading failure under load,high,engineering_review,0.44,2026-08-18
QI-09557,PART-03726,FAC-004,Fastener torque inconsistency observed on assembly line,low,resolved,7.8,2026-06-23
QI-09558,PART-02255,FAC-031,Seal leakage detected during pressure test,critical,resolved,9.19,2026-08-19
QI-09559,PART-00535,FAC-017,Seal leakage detected during pressure test,critical,resolved,10.6,2026-04-06
QI-09560,PART-02366,FAC-018,Dimensional deviation detected during incoming inspection,high,open,8.2,2026-01-01
QI-09561,PART-02741,FAC-015,Seal leakage detected during pressure test,high,engineering_review,3.92,2026-06-16
QI-09562,PART-02199,FAC-025,Seal leakage detected during pressure test,low,investigating,4.6,2026-03-25
QI-09563,PART-01016,FAC-019,Dimensional deviation detected during incoming inspection,low,engineering_review,9.43,2026-08-05
QI-09564,PART-03202,FAC-008,Dimensional deviation detected during incoming inspection,high,resolved,0.5,2026-05-20
QI-09565,PART-01581,FAC-002,Intermittent sensor reading failure under load,high,engineering_review,6.77,2026-08-22
QI-09566,PART-02166,FAC-006,Intermittent sensor reading failure under load,medium,open,2.76,2026-06-15
QI-09567,PART-01504,FAC-001,Dimensional deviation detected during incoming inspection,critical,resolved,9.61,2026-03-07
QI-09568,PART-02325,FAC-003,Material hardness below specification,low,resolved,9.32,2026-02-25
QI-09569,PART-03814,FAC-014,Fastener torque inconsistency observed on assembly line,high,resolved,4.67,2026-06-17
QI-09570,PART-00196,FAC-019,Material hardness below specification,medium,investigating,6.11,2026-01-19
QI-09571,PART-02967,FAC-002,Intermittent sensor reading failure under load,medium,open,2.79,2026-03-10
QI-09572,PART-04163,FAC-013,Dimensional deviation detected during incoming inspection,critical,investigating,8.34,2026-01-13
QI-09573,PART-00476,FAC-011,Dimensional deviation detected during incoming inspection,medium,open,8.42,2026-02-15
QI-09574,PART-03119,FAC-007,Fastener torque inconsistency observed on assembly line,critical,engineering_review,4.7,2026-08-07
QI-09575,PART-02496,FAC-005,Fastener torque inconsistency observed on assembly line,critical,open,1.42,2026-05-03
QI-09576,PART-03833,FAC-002,Fastener torque inconsistency observed on assembly line,medium,investigating,3.81,2026-03-10
QI-09577,PART-02082,FAC-022,Fastener torque inconsistency observed on assembly line,medium,engineering_review,5.65,2026-02-26
QI-09578,PART-04239,FAC-040,Seal leakage detected during pressure test,low,resolved,2.83,2026-01-20
QI-09579,PART-01814,FAC-001,Fastener torque inconsistency observed on assembly line,low,engineering_review,11.9,2026-04-25
QI-09580,PART-02184,FAC-009,Material hardness below specification,critical,engineering_review,7.2,2026-03-12
QI-09581,PART-00454,FAC-004,Surface finish outside specification,critical,investigating,1.88,2026-04-17
QI-09582,PART-02274,FAC-020,Surface finish outside specification,critical,engineering_review,0.4,2026-06-20
QI-09583,PART-03197,FAC-021,Intermittent sensor reading failure under load,medium,open,1.36,2026-05-18
QI-09584,PART-00431,FAC-014,Fastener torque inconsistency observed on assembly line,high,engineering_review,5.67,2026-07-03
QI-09585,PART-02950,FAC-020,Material hardness below specification,medium,engineering_review,6.91,2026-03-13
QI-09586,PART-00314,FAC-029,Surface finish outside specification,low,resolved,7.63,2026-08-16
QI-09587,PART-02273,FAC-009,Seal leakage detected during pressure test,medium,resolved,3.21,2026-05-03
QI-09588,PART-00321,FAC-003,Dimensional deviation detected during incoming inspection,medium,engineering_review,6.2,2026-04-16
QI-09589,PART-03860,FAC-012,Material hardness below specification,medium,investigating,5.46,2026-01-10
QI-09590,PART-03481,FAC-007,Intermittent sensor reading failure under load,high,open,2.12,2026-08-01
QI-09591,PART-04337,FAC-001,Seal leakage detected during pressure test,medium,engineering_review,11.23,2026-03-03
QI-09592,PART-00515,FAC-011,Intermittent sensor reading failure under load,medium,resolved,1.88,2026-05-13
QI-09593,PART-04446,FAC-011,Fastener torque inconsistency observed on assembly line,medium,open,11.54,2026-04-07
QI-09594,PART-00128,FAC-012,Fastener torque inconsistency observed on assembly line,medium,engineering_review,3.09,2026-06-07
QI-09595,PART-02725,FAC-005,Material hardness below specification,low,investigating,3.67,2026-05-07
QI-09596,PART-00482,FAC-021,Dimensional deviation detected during incoming inspection,critical,resolved,9.11,2026-01-04
QI-09597,PART-01759,FAC-023,Surface finish outside specification,critical,open,3.52,2026-07-24
QI-09598,PART-01185,FAC-012,Intermittent sensor reading failure under load,high,engineering_review,8.21,2026-03-23
QI-09599,PART-02081,FAC-033,Fastener torque inconsistency observed on assembly line,critical,resolved,8.89,2026-01-24
QI-09600,PART-04280,FAC-009,Intermittent sensor reading failure under load,medium,open,3.39,2026-02-26
QI-09601,PART-01046,FAC-024,Material hardness below specification,high,investigating,7.0,2026-05-21
QI-09602,PART-01755,FAC-004,Surface finish outside specification,medium,open,1.4,2026-05-24
